hnear_primschool,hnear_secschool,hnear_road,hnear_mkt,hwhoperm,hallocateoften,hnewclear_a,hcleardriver1,hcleardriver2,hrank_health,hrank_farmland,hrank_edu,hrank_job,watsource,watsource_prim,watsource_hhnum,watsource_safe,watsource_whysafe,watsource_whynosafe,borehole_func,borehole_nonfunc,borehole_mgmt,borehole_chall_yn,borehole_chall,borehole_seaschng,borehole_yrchng,health_dist,health_trans,health_qual,health_out,health_outfreq,health_outtype,health_chw,health_chwtype,health_chwfreq,health_chwsvc,fhhinc_timber,fhhinc_nontimber,fincomeprod_1,fincomeprod_2,forest_noaccess,noaccwhy,noaccimpact,forstrict_who,forguard,ccrb_yn,ccrb_name,vag_yn,vag_name,vag_meet,vag_whoattnd,vag_women,vag_womrestrict,vag_youth,govern_foruse,gov_change,gov_changewho,fparticipateyn,ftalk_who,comsvc,comsvc_watsan_yr,comsvc_watsan_imp,comsvc_edu_yr,comsvc_edu_imp,comsvc_health_yr,comsvc_health_imp,comsvc_mgmt,hunt_unauth,wood_unauth,fpolicy_action,fpolicy_effective,fclear_yn,fclear_punishyn,fclear_punish,fclear_rulebreak,fclear_rulefollow,fclear_who,fclear_whomost,fhuntfire_yn,fhuntfire_punishyn,fhuntfire_punish,fhuntfire_rulebreak,fhuntfire_rulefollow,fhuntfire_who,fhuntfire_whomost,ftimber_yn,ftimber_punishyn,ftimber_punish,ftimber_rulebreak,ftimber_rulefollow,ftimber_who,ftimber_whomost,ffire_yn,ffire_punishyn,ffire_punish,ffire_rulebreak,ffire_rulefollow,ffire_who,ffire_whomost,hproblem_job,hfsupport,hfsupport_who,hfsupport_type,hfrstserv_ben_1,hfrstserv_ben_2,hfrstserv_ben_3,hfrstserv_ben_4,hfrstserv_ben_5,hfrstserv_ben_6,htourism_pay,htourism_whoreceive,htourism_amt,hmine_co,hmine_pay,hmine_whoreceive,hmine_amt,watt_tour,watt_lodge,crbatt_employ,conserve_neg,hunt_prestige,parkatt_waste,parkatt_help,parkatt_employ,parkatt_meat,parkatt_adverse,parkatt_outside,parkatt_harrass
4,4.0,9.0,11.0,2 3,4,9.0,2.0,0.0,5,5,5,5,4 8,4.0,25,3.0,,1 2 97,,0,,,,,,4,1,1,1,3.0,1 3 10,1.0,1 2 3,3.0,1 4 11 97,4.0,4,5,21.0,1.0,6,5,5 8,1.0,1.0,6.0,1.0,38.0,,888,1.0,0,1.0,1.0,0.0,,0,,0,,,,,,,1,5.0,3.0,1 2 3,2.0,0.0,,,,,,,1.0,1.0,1 2 12 13,0.0,1.0,888,,1.0,1.0,1 2 3,1.0,1.0,2 3 4,3.0,1.0,1.0,15,0.0,1.0,2 3,3.0,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,5.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0
3,,10.0,,1,5,0.0,,,5,5,5,5,4,,6,3.0,,1 3 97,,0,,,,,,3,1,1,1,3.0,1 4 11 97,1.0,1,2.0,1 11,1.0,5,0,,1.0,6,10,8,1.0,,,,,,,,,,8.0,0.0,,0,,,,,,,,,,,3.0,1,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,4.0,,4.0,5.0,3.0,2.0,2.0,5.0,4.0,,1.0
3,11.0,10.0,11.0,2,5,1.0,2.0,0.0,5,5,5,5,4,,1,3.0,,1,,0,,,,,,3,1,1,0,,,1.0,5,2.0,11 97,5.0,1,7,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,1.0,0.0,,0,,,,,,,,,,5.0,3.0,1,5.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,5.0,,4.0,4.0,3.0,1.0,5.0,5.0,4.0,4.0,5.0
3,11.0,10.0,10.0,2,4,0.0,,,5,5,5,5,4 8,4.0,5,3.0,,1,,0,,,,,,3,1,1,1,3.0,1 3 4 11 97,1.0,1,2.0,1 11 97,5.0,1,21,0.0,0.0,,,,0.0,1.0,6.0,1.0,38.0,4.0,2 3,1.0,0,1.0,0.0,0.0,,1,3,97,,,,,,,1,5.0,3.0,1,1.0,0.0,,,,,,,1.0,1.0,888,0.0,1.0,2,,0.0,,,,,,,1.0,1.0,9 15,0.0,1.0,97,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,1.0,4.0,3.0
4,11.0,10.0,11.0,1,4,2.0,2.0,0.0,5,5,5,5,8,,40,3.0,,1 2 3,,0,,,,,,5,1,1,1,2.0,1 3 4,1.0,1,2.0,1 4,5.0,5,0,,1.0,3,10,8,1.0,1.0,6.0,1.0,38.0,5.0,6,1.0,0,1.0,8.0,0.0,,0,,0,,,,,,,0,5.0,5.0,0,,0.0,,,,,,,1.0,1.0,1 2 12 13,0.0,1.0,97,,1.0,1.0,1 2 12 13,0.0,1.0,97,,1.0,1.0,12 13 14,0.0,1.0,97,,9,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
4,,,,4,1,0.0,,,5,5,5,5,4 8,4.0,3,3.0,,1,,0,,,,,,4,1,2,0,,,1.0,1,3.0,4,5.0,5,6,0.0,0.0,,,,0.0,1.0,,,,,,,3,,8.0,0.0,,0,,0,,,,,,,1,5.0,4.0,1,,0.0,,,,,,,1.0,1.0,9 12 13,2.0,1.0,2,,1.0,1.0,1 2 3 9 13,0.0,1.0,2,,1.0,1.0,15,0.0,1.0,2,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0
1,11.0,10.0,11.0,2,5,0.0,,,5,5,5,4,4 8,4.0,16,3.0,,1 2 3 97,,1,4,1.0,5,,,5,1,1,1,3.0,1 6,1.0,1,3.0,3 4,4.0,5,0,,1.0,2 3,5,8,1.0,0.0,,1.0,38.0,5.0,888,0.0,4,0.0,8.0,0.0,,0,,,,,,,,,,5.0,2.0,888,5.0,1.0,1.0,15,2.0,2.0,1,,1.0,1.0,1 2 3 13,0.0,1.0,3,,1.0,1.0,1 2 3 12 15,4.0,1.0,4,,1.0,1.0,15,0.0,1.0,888,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0
3,11.0,10.0,11.0,1,4,6.0,2.0,0.0,5,5,5,5,2,,8,1.0,3 97,,1.0,1,2 4,0.0,,2.0,3.0,6,1,2,1,4.0,1 3 6 11 97,0.0,,,,5.0,5,0,,0.0,,,,1.0,0.0,,,,,,,,,12.0,0.0,,0,,,,,,,,,,5.0,4.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,6,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,5.0,,5.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0
3,11.0,10.0,11.0,1,5,2.0,2.0,0.0,5,5,5,5,4 8,4.0,50,3.0,,1 3,,0,,,,,,3,1,2,1,3.0,888,1.0,1 2,1.0,4 11,5.0,5,0,,1.0,3,6,5 8,1.0,,,,,,,,,,2.0,0.0,,0,,,,,,,,,,5.0,3.0,1 2,3.0,1.0,1.0,15,0.0,1.0,2,,1.0,1.0,3 6,4.0,1.0,2,,0.0,,,,,,,1.0,1.0,15,0.0,1.0,2,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,4.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,1.0
2,11.0,10.0,11.0,4,1,3.0,2.0,0.0,5,5,5,5,4 8,4.0,7,3.0,,1 2 3,,0,,,,,,3,1,2,0,,,1.0,1,4.0,4,5.0,5,0,,0.0,,,,1.0,1.0,6.0,1.0,38.0,,888,1.0,0,0.0,5.0,0.0,,0,,0,,,,,,,0,5.0,5.0,1 2,1.0,0.0,,,,,,,1.0,1.0,12 13,0.0,1.0,97,,1.0,1.0,1 2 12 13,0.0,1.0,2,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0
4,10.0,10.0,11.0,1,5,0.0,,,5,5,5,5,4,,3,3.0,,1 2,,0,,,,,,4,1,2,0,,,1.0,1,3.0,4,5.0,1,1,0.0,0.0,,,,0.0,1.0,97.0,,,,,,888,,0.0,0.0,,0,,0,,,,,,,1,5.0,2.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0
4,11.0,10.0,11.0,1,5,2.0,2.0,0.0,5,5,5,5,8,,20,3.0,,1 97,,0,,,,,,4,1,1,1,3.0,1 4 11 12 97,0.0,,,,5.0,1,0,,0.0,,,,1.0,1.0,,,,,,,888,,0.0,0.0,,0,,0,,,,,,,0,5.0,4.0,0,,0.0,,,,,,,0.0,,,,,,,1.0,1.0,1 2 12,0.0,1.0,4,,1.0,1.0,3 15,0.0,1.0,97,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,5.0,5.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0,3.0,1.0
3,11.0,9.0,11.0,1,5,1.24000001,2.0,0.0,5,5,5,5,4 8,4.0,100,3.0,,1 3,,0,,,,,,3,1,2,0,,,1.0,1,3.0,1 4,5.0,5,1,0.0,1.0,3,5,5 11,1.0,,,1.0,97.0,,4 6,0.0,888,0.0,0.0,0.0,,0,,,,,,,,,,5.0,1.0,1,4.0,1.0,1.0,12,4.0,1.0,2,,1.0,1.0,1 2 12,0.0,1.0,2,,1.0,1.0,1 2 3 12,1.0,1.0,2 5,5.0,1.0,1.0,12,0.0,1.0,2,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,5.0,,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
4,11.0,9.0,10.0,1,5,0.0,,,5,5,5,5,8,,9,3.0,,1 3,,0,,,,,,4,1,1,1,3.0,1 3 4 11 97,1.0,1 2,3.0,1 11 97,5.0,5,0,,0.0,,,,0.0,0.0,,1.0,38.0,5.0,5,0.0,2,0.0,1.0,0.0,,0,,,,,,,,,,5.0,3.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,4.0,5.0,2.0,1.0,2.0,5.0,4.0,,1.0
3,11.0,10.0,11.0,1,5,4.0,2.0,0.0,5,5,5,5,4,,20,3.0,,1,,0,,,,,,3,1,2,1,3.0,10 97,1.0,1,3.0,1 3,5.0,5,0,,0.0,,,,1.0,1.0,6.0,1.0,38.0,5.0,888,1.0,0,0.0,0.0,0.0,,0,,0,,,,,,,1 2,4.0,3.0,1,2.0,1.0,1.0,11 13 15,0.0,1.0,2,,1.0,1.0,12 13,0.0,1.0,2,,1.0,1.0,1 2 13 15,0.0,1.0,97,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0
2,,,,2,5,0.0,,,5,5,5,5,4 8,4.0,6,1.0,1,,,0,,,,,,2,1,2,1,3.0,1 4 11,0.0,,,,5.0,4,7,0.0,0.0,,,,1.0,1.0,,0.0,,,,,888,,8.0,0.0,,0,,0,,,,,,,1,5.0,3.0,0,,1.0,1.0,15,0.0,2.0,2,,0.0,,,,,,,1.0,1.0,1 2,0.0,1.0,2,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,4.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0
2,11.0,9.0,11.0,3 4,1,0.0,,,5,5,5,5,4 8,8.0,5,3.0,,1 2 3,,0,,,,,,2,1,1,1,2.0,1 2 4 10 11,1.0,1 2 5,2.0,1 4 11,4.0,3,11,0.0,0.0,,,,1.0,1.0,97.0,1.0,,4.0,6,0.0,888,1.0,2.0,0.0,,0,,0,,,,,,,1,3.0,2.0,1 3,1.0,1.0,1.0,15,0.0,1.0,97,,1.0,1.0,1 2 3 7 12,0.0,1.0,2,,1.0,1.0,1 2 3 15,1.0,1.0,4,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0
2,,,,2 5,2,1.5,2.0,0.0,5,5,5,5,4 8,4.0,5,2.0,97,1 3,,0,,,,,,5,1,2,1,3.0,1 3 4 7,1.0,1,2.0,1,4.0,1,21,0.0,1.0,2 3 6,6 10,8 11,1.0,1.0,6.0,0.0,,,,,97,,8.0,0.0,,0,,97,,,,,,,5,4.0,1.0,0,,0.0,,,,,,,1.0,1.0,5 12,0.0,1.0,1 2,2.0,1.0,1.0,1 2 3 15,0.0,1.0,2 4,4.0,1.0,1.0,12 13,0.0,1.0,1,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0
2,7.0,9.0,11.0,4,1,0.0,,,5,4,5,5,4 8,4.0,5,2.0,1,3,,0,,,,,,3,1,1,0,,,1.0,1 2 5,3.0,1 4,5.0,5,0,,1.0,3 6,3 97,8,1.0,0.0,,1.0,38.0,2.0,6,1.0,0,1.0,1.0,1.0,8.0,1,2 7 8,,,,,,,,,5.0,3.0,2,1.0,1.0,1.0,7 13 15,0.0,1.0,2,,1.0,1.0,2 12 13,0.0,1.0,97,,1.0,1.0,1 2 15,0.0,1.0,2 4,4.0,1.0,1.0,3 15,0.0,1.0,97,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,,5.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0
4,11.0,10.0,11.0,1,5,1.5,2.0,0.0,5,5,5,5,4 8,4.0,5,3.0,,1 3,,0,,,,,,5,1,1,1,2.0,1 3 4,1.0,1,2.0,10 97,5.0,5,0,,0.0,,,,1.0,1.0,,,,,,,2,,5.0,0.0,,0,,0,,,,,,,0,5.0,5.0,1,1.0,0.0,,,,,,,0.0,,,,,,,1.0,1.0,1 2 12 13,0.0,1.0,1,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,2.0,,1.0
4,11.0,9.0,11.0,1,5,0.0,,,5,5,5,5,4 8,4.0,14,3.0,,1 2 3,,0,,,,,,4,1,1,1,2.0,1 3 4 11,1.0,1 3,2.0,1 10,5.0,1,21,0.0,0.0,,,,1.0,0.0,,1.0,38.0,4.0,6,1.0,0,1.0,0.0,0.0,,0,,,,,,,,,,,4.0,2 3,4.0,0.0,,,,,,,1.0,1.0,13 15,0.0,1.0,888,,1.0,0.0,,0.0,2.0,2,,1.0,1.0,15,0.0,1.0,2,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,2.0,,3.0,5.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0
3,11.0,10.0,10.0,1,5,0.0,,,4,4,5,5,4 8,4.0,6,3.0,,1 3,,0,,,,,,3,1,2,0,,,1.0,1,3.0,11 97,5.0,5,0,,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,,0,,,,,,,,,,5.0,3.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,1.0,15,0.0,1.0,888,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,4.0,,2.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0
3,11.0,,11.0,2,4,0.0,,,5,5,5,5,2 4 8,2.0,10,1.0,3 97,,1.0,0,1 4,0.0,,0.0,3.0,5,1,1,0,,,1.0,1,2.0,1,5.0,2,0,,0.0,,,,1.0,0.0,,0.0,,,,,,,0.0,0.0,,0,,,,,,,,,,5.0,5.0,0,,0.0,,,,,,,0.0,,,,,,,1.0,1.0,2 3,0.0,1.0,97,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,4.0,,2.0,4.0,1.0,1.0,2.0,5.0,4.0,2.0,4.0
4,11.0,10.0,11.0,4,5,1.25,2.0,0.0,5,5,5,5,8,,50,3.0,,1 2 3,,0,,,,,,6,1,1,1,3.0,1 3 97,1.0,1 2 5,3.0,1 3,5.0,5,0,,0.0,,,,1.0,1.0,6.0,1.0,38.0,,1,1.0,0,0.0,5.0,0.0,,1,2 8,0,,,,,,,0,5.0,5.0,0,,0.0,,,,,,,0.0,,,,,,,1.0,1.0,1 2 3 12 13,1.0,1.0,4,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0
3,10.0,9.0,10.0,1,5,16.0,2.0,0.0,5,5,5,5,8,,18,3.0,,1 97,,0,,,,,,3,1,1,1,3.0,1 3 4 97,1.0,2,3.0,1 4 11 97,5.0,1,0,,0.0,,,,1.0,1.0,6.0,,,,,,888,,1.0,0.0,,0,,4,,,2.0,5.0,,,1,5.0,5.0,1,2.0,0.0,,,,,,,1.0,1.0,1 2 12 13,0.0,1.0,97,,1.0,1.0,1 2 10,0.0,1.0,97,,1.0,1.0,15 97,0.0,1.0,97,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0
3,11.0,10.0,11.0,1,5,0.0,,,5,5,5,5,2 8,2.0,14,2.0,3,3,1.0,0,1 2,0.0,,0.0,3.0,5,1,1,1,3.0,1 3,1.0,1 2 5,3.0,3 97,5.0,5,0,,0.0,,,,1.0,1.0,6.0,1.0,38.0,5.0,1,1.0,888,0.0,8.0,0.0,,0,,97,,,,,,,0,,5.0,0,,0.0,,,,,,,0.0,,,,,,,1.0,1.0,1 2 12 13,0.0,1.0,2,,1.0,1.0,15,0.0,1.0,97,,9,1,7,97,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0
4,11.0,10.0,11.0,1,5,10.0,2.0,0.0,5,5,5,5,4 8,4.0,10,3.0,,1 2 3,,0,,,,,,4,1,1,1,3.0,1 3 4 11 97,1.0,1,3.0,1 4 11 97,5.0,2,22,0.0,1.0,2,10,10,1.0,0.0,,,,,,,,,0.0,0.0,,0,,,,,,,,,,5.0,3.0,1 5,2.0,0.0,,,,,,,0.0,,,,,,,1.0,1.0,1 2 13,0.0,1.0,2 4,4.0,0.0,,,,,,,8,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,2.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0
1,9.0,7.0,9.0,2,4,80.0,2.0,1.0,5,5,5,5,2 4 8,2.0,40,1.0,3,,2.0,0,1 4,1.0,2 4 5,0.0,3.0,1,1,1,0,,,1.0,1 5,3.0,11 97,5.0,4,11,5.0,1.0,6,5 6 10,5 8,1.0,1.0,97.0,0.0,,,,,2,,8.0,0.0,,0,,0,,,,,,,1,5.0,3.0,0,,0.0,,,,,,,1.0,1.0,1 9 15,0.0,1.0,3 4,4.0,1.0,1.0,1 2 12,0.0,1.0,4,,1.0,1.0,7 15,1.0,1.0,3,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,2.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0
3,6.0,8.0,10.0,1,2,0.0,,,5,5,5,5,8,,2,3.0,,1 3,,0,,,,,,3,1,2,0,,,1.0,1,3.0,1 4 6 11,5.0,5,0,,0.0,,,,1.0,1.0,6.0,1.0,38.0,5.0,6,1.0,0,0.0,5.0,0.0,,0,,0,,,,,,,1,5.0,4.0,0,,1.0,1.0,15,0.0,2.0,1 4,4.0,1.0,1.0,1 2 12 13,0.0,1.0,2,,1.0,1.0,1 2 3 13,0.0,1.0,4,,1.0,1.0,15,0.0,1.0,1,,5,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0
2,11.0,10.0,11.0,2,5,17000.0,2.0,0.0,5,5,4,5,4,,6,1.0,97,,,0,,,,,,2,1,2,1,2.0,4 97,1.0,1,3.0,4 97,1.0,1,3,0.0,1.0,3,10,5 8 11,1.0,1.0,6.0,1.0,38.0,5.0,3 6,1.0,0,1.0,1.0,0.0,,0,,0,,,,,,,1,5.0,3.0,1,2.0,0.0,,,,,,,1.0,1.0,15,0.0,1.0,2,,1.0,1.0,1 2 3 13 15,3.0,1.0,2 4,4.0,1.0,1.0,7 15,0.0,1.0,888,,7,0,,,1.0,0.0,0.0,0.0,0.0,0.0,97.0,4.0,1000.0,,,,,2.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0
2,2.0,1.0,2.0,3 4 97,1,15.0,1.0,2.0,4,5,5,5,1 4 10,10.0,500,1.0,2 3 97,,,0,,,,,,2,1,3,1,3.0,4 5 8,1.0,1,3.0,4 5 8,4.0,2,0,,0.0,,,,1.0,0.0,,0.0,,,,,,,1.0,0.0,,0,,,,,,,,,,5.0,5.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,7,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,5.0,5.0,3.0,1.0,4.0,5.0,4.0,1.0,5.0
3,6.0,1.0,3.0,3 4,1,32.0,1.0,2.0,5,5,5,5,3 4,4.0,100,3.0,,1 97,,1,1 4,1.0,2 3,,,3,1,1,1,2.0,1 3 4 6 7 11,1.0,1 2 3 5,2.0,1 4 7 11,4.0,3,3,0.0,0.0,,,,1.0,1.0,,0.0,,,,,1 2,,5.0,0.0,,0,,0,,,,,,,5,3.0,3.0,2 5,4.0,1.0,1.0,15,0.0,4.0,1 2 4,2.0,0.0,,,,,,,1.0,1.0,15,4.0,4.0,1 2 4,4.0,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,5.0,1.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,5.0
2,11.0,9.0,11.0,4,5,4.0,2.0,0.0,5,5,5,5,8,,50,3.0,,3,,1,1,1.0,2,,,2,1,1,1,3.0,1 2,1.0,1 2,2.0,1 2 6,5.0,5,0,,0.0,,,,1.0,,,,,,,,,,1.0,0.0,,0,,,,,,,,,,5.0,4.0,1 5,1.0,0.0,,,,,,,0.0,,,,,,,1.0,1.0,1 2,0.0,1.0,4,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,2.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,1.0
3,10.0,10.0,10.0,1,5,0.0,,,5,5,5,5,4 8,4.0,30,3.0,,1 3 97,,0,,,,,,3,1,4,1,3.0,1 3 4 6 11,1.0,2,2.0,1 6 11,5.0,5,0,,1.0,6,5,8,1.0,0.0,,0.0,,,,,,,8.0,0.0,,0,,,,,,,,,,5.0,5.0,1,,0.0,,,,,,,1.0,1.0,1 2 12,0.0,1.0,97,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0
3,10.0,,10.0,2,4,0.0,,,5,5,5,5,2 8,2.0,31,1.0,3,,1.0,1,1 4,0.0,,0.0,3.0,3,1,1,0,,,1.0,1 2,3.0,4,5.0,5,0,,0.0,,,,0.0,0.0,,0.0,,,,,,,1.0,0.0,,0,,,,,,,,,,5.0,5.0,1,1.0,0.0,,,,,,,1.0,0.0,,0.0,1.0,97,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,4.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0
3,5.0,9.0,11.0,4,5,1.5,2.0,0.0,4,5,3,5,2 8,2.0,100,1.0,3,,1.0,1,1,1.0,2 5,0.0,3.0,3,1,1,1,3.0,1 2 4 8,1.0,1 2,2.0,1 2 7 8,5.0,2,0,,0.0,,,,0.0,0.0,,0.0,,,,,,,3.0,0.0,,0,,,,,,,,,,5.0,5.0,0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,2.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0
4,10.0,6.0,4.0,1,4,3.0,1.0,0.0,5,1,5,5,4,,10,3.0,,1 2,,1,1,1.0,2,,,4,1,1,1,3.0,1 3,0.0,,,,5.0,5,2,5.0,0.0,,,,0.0,0.0,,0.0,,,,,,,2.0,0.0,,0,,,,,,,,,,5.0,5.0,0,,1.0,0.0,,0.0,1.0,97,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,5,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,,3.0,3.0,5.0,1.0,5.0,4.0,2.0,1.0,1.0
2,2.0,5.0,2.0,2,3,10.0,1.0,3.0,3,5,5,5,2,,35,1.0,3,,1.0,0,4,1.0,2 3 4 5,0.0,3.0,2,1,1,0,,,1.0,1 2 3 4 5,3.0,1 3 4,5.0,2,22,1.0,0.0,,,,1.0,1.0,6.0,0.0,,,,,1,,1.0,1.0,5.0,1,1 7,0,,,,,,,0,1.0,5.0,1,2.0,1.0,0.0,,1.0,1.0,1,,1.0,1.0,15,0.0,2.0,2,,1.0,0.0,,0.0,1.0,2,,0.0,,,,,,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0
3,11.0,8.0,9.0,2,2,5.0,2.0,0.0,5,5,4,5,8,,13,1.0,1,,,0,,,,,,3,1,2,1,2.0,1 3,1.0,1,2.0,1 3,5.0,2,0,,0.0,,,,1.0,,,1.0,,,888,0.0,3,0.0,2.0,0.0,,1,1 7,,,,,,,,,5.0,5.0,1,1.0,1.0,1.0,3 12,0.0,2.0,97,,1.0,1.0,12,0.0,1.0,97,,1.0,1.0,2 15,0.0,1.0,97,,1.0,1.0,15,0.0,1.0,97,,10,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,5.0,,4.0,5.0,5.0,1.0,2.0,2.0,5.0,4.0,1.0
